PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REGION	CHR_ID	CHR_POS	STRONGEST SNP-RISK ALLELE	SNPS	SNP_ID_CURRENT	CONTEXT	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p23.3	2	27518370	rs780094-T	rs780094	780094.0	intron_variant	0.386	6e-12	11.22
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p22.3	2	33136358	rs6714546-A	rs6714546	6714546.0	intron_variant	0.279	2e-18	17.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p22.2	2	36541732	rs711245-A	rs711245	711245.0	intron_variant	0.332	4e-14	13.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p21	2	44547063	rs897080-T	rs897080	897080.0	intron_variant	0.743	2e-16	15.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p16.1	2	55869757	rs3791679-A	rs3791679	3791679.0	intron_variant	0.766	2e-67	66.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p14	2	68267870	rs2120335-A	rs2120335	2120335.0	intergenic_variant	0.406	8e-10	9.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p13.2	2	71357355	rs7568069-A	rs7568069	7568069.0	intron_variant	0.578	3e-13	12.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p11.2	2	88625104	rs11684404-T	rs11684404	11684404.0	intron_variant	0.661	8.999999999999998e-25	24.05
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q35	2	217281357	rs17181956-T	rs17181956	17181956.0	intergenic_variant	0.129	4e-09	8.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q35	2	217419555	rs994533-C	rs994533	994533.0	intron_variant	0.331	1e-17	17.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q35	2	219084462	rs16859517-T	rs16859517	16859517.0	intron_variant	0.039	5e-17	16.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q37.1	2	231931900	rs749052-T	rs749052	749052.0	intergenic_variant	0.938	1.9999999999999998e-26	25.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q37.1	2	232117547	rs11677466-A	rs11677466	11677466.0	intron_variant	0.914	3e-23	22.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q37.1	2	232577381	rs13393800-A	rs13393800	13393800.0	intron_variant	0.295	1e-17	17.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q37.3	2	240879110	rs4344931-A	rs4344931	4344931.0	3_prime_UTR_variant	0.29	8e-10	9.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3p21.2	3	51034282	rs13088462-T	rs13088462	13088462.0	intron_variant	0.941	8e-18	17.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3p21.1	3	52797685	rs2240919-C	rs2240919	2240919.0	intron_variant	0.658	5e-17	16.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3p14.3	3	56633654	rs9835332-C	rs9835332	9835332.0	missense_variant	0.46	4e-22	21.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3p13	3	72406204	rs12330322-T	rs12330322	12330322.0	intron_variant	0.218	3e-22	21.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3q21.3	3	129332100	rs6439168-A	rs6439168	6439168.0	intergenic_variant	0.212	7.999999999999999e-25	24.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3q22.3	3	136388707	rs9880211-A	rs9880211	9880211.0	intron_variant	0.248	2e-18	17.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3q23	3	141386728	rs724016-A	rs724016	724016.0	5_prime_UTR_variant	0.555	3e-158	157.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3q26.31	3	172251287	rs7652177-C	rs7652177	7652177.0	missense_variant	0.49	3e-39	38.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3q26.31	3	172445659	rs509035-A	rs509035	509035.0	intron_variant	0.316	3e-23	22.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3q27.2	3	185830895	rs720390-A	rs720390	720390.0	intergenic_variant	0.383	1.0000000000000001e-29	29.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4p16.2	4	5033860	rs6446315-A	rs6446315	6446315.0	intergenic_variant	0.833	4e-11	10.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4p15.33	4	12961950	rs763318-A	rs763318	763318.0	intergenic_variant	0.468	8e-13	12.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4p15.31	4	17935011	rs7692995-T	rs7692995	7692995.0	intron_variant	0.848	1e-71	71.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q12	4	55533481	rs13113518-T	rs13113518	13113518.0	intron_variant	0.636	8e-09	8.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q12	4	56957310	rs17081935-T	rs17081935	17081935.0	intron_variant	0.195	7e-17	16.15
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q13.3	4	72610297	rs9993613-T	rs9993613	9993613.0	intergenic_variant	0.473	5e-24	23.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q21.21	4	81234414	rs17556750-A	rs17556750	17556750.0	intergenic_variant	0.314	8e-48	47.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q25	4	108487452	rs1562975-A	rs1562975	1562975.0	intergenic_variant	0.301	6e-15	14.22
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q31.21	4	144653692	rs1812175-A	rs1812175	1812175.0	intron_variant	0.163	1.9999999999999998e-86	85.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q31.21	4	144918112	rs4240326-A	rs4240326	4240326.0	intron_variant	0.464	3e-43	42.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5p13.3	5	32694836	rs7731703-T	rs7731703	7731703.0	intron_variant	0.318	4e-18	17.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5p13.3	5	32818967	rs9292468-T	rs9292468	9292468.0	intergenic_variant	0.399	2e-33	32.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5p13.2	5	37046524	rs301901-A	rs301901	301901.0	intron_variant	0.565	4e-16	15.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q11.2	5	55659243	rs7716219-T	rs7716219	7716219.0	intron_variant	0.307	7e-22	21.15
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q14.3	5	89031965	rs6894139-T	rs6894139	6894139.0	non_coding_transcript_exon_variant	0.562	6e-24	23.22
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q21.3	5	108777643	rs13177718-T	rs13177718	13177718.0	intron_variant	0.075	3e-13	12.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q23.3	5	128042602	rs6887276-C	rs6887276	6887276.0	intron_variant	0.546	1e-09	9.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q34	5	168823898	rs2974438-A	rs2974438	2974438.0	intron_variant	0.203	4.0000000000000004e-24	23.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q35.1	5	171448093	rs4620037-A	rs4620037	4620037.0	intron_variant	0.796	1e-18	18.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q35.1	5	171856465	rs4868126-T	rs4868126	4868126.0	intergenic_variant	0.395	3e-29	28.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q35.2	5	177090325	rs422421-T	rs422421	422421.0	intron_variant	0.218	2e-20	19.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q35.3	5	177149292	rs11950938-C	rs11950938	11950938.0	intron_variant	0.971	5e-11	10.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	5q35.3	5	179108712	rs11750568-A	rs11750568	11750568.0	intergenic_variant	0.332	6e-11	10.22
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p24.3	6	7708398	rs9392918-T	rs9392918	9392918.0	intergenic_variant	0.525	4e-38	37.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p22.2	6	26157253	rs4141885-A	rs4141885	4141885.0	regulatory_region_variant	0.918	8e-22	21.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p22.2	6	26200449	rs806794-A	rs806794	806794.0	3_prime_UTR_variant	0.71	5e-74	73.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p21.33	6	31138682	rs1265097-A	rs1265097	1265097.0	missense_variant	0.115	1.9999999999999998e-32	31.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p21.33	6	31304484	rs6457374-T	rs6457374	6457374.0	intron_variant	0.73	8e-35	34.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p21.33	6	31620607	rs2857693-T	rs2857693	2857693.0	regulatory_region_variant	0.38	3e-29	28.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p21.31	6	34221089	rs12214804-T	rs12214804	12214804.0	regulatory_region_variant	0.92	2.0000000000000003e-49	48.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p21.31	6	35279126	rs6919534-A	rs6919534	6919534.0	intron_variant	0.869	8e-31	30.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6p21.1	6	45276678	rs10948222-T	rs10948222	10948222.0	intron_variant	0.418	1e-20	20.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q14.1	6	75454873	rs12209223-A	rs12209223	12209223.0	intron_variant	0.116	5e-25	24.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q14.1	6	80246491	rs648831-T	rs648831	648831.0	intron_variant	0.503	3e-26	25.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q14.1	6	81082346	rs310421-T	rs310421	310421.0	intergenic_variant	0.537	3e-27	26.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q16.3	6	104944870	rs314263-T	rs314263	314263.0	intron_variant	0.676	9.999999999999999e-43	42.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q21	6	109402736	rs6920372-A	rs6920372	6920372.0	intron_variant	0.413	2e-17	16.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q22.32	6	126544987	rs1155939-A	rs1155939	1155939.0	intron_variant	0.499	1.0000000000000001e-45	45.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q23.1	6	130053316	rs7740107-A	rs7740107	7740107.0	intron_variant	0.737	2.9999999999999998e-36	35.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q24.2	6	142382740	rs4896582-A	rs4896582	4896582.0	intron_variant	0.299	2.9999999999999998e-55	54.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q25.1	6	152024027	rs3020418-A	rs3020418	3020418.0	intron_variant	0.296	8.000000000000001e-24	23.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	6q25.3	6	158301002	rs1832871-A	rs1832871	1832871.0	intron_variant	0.337	2e-15	14.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7p22.3	7	2756323	rs798497-A	rs798497	798497.0	intron_variant	0.698	2e-71	70.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7p15.3	7	23481697	rs12538407-A	rs12538407	12538407.0	intergenic_variant	0.602	3.9999999999999996e-26	25.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7p15.1	7	28165684	rs552707-T	rs552707	552707.0	intron_variant	0.305	9e-46	45.05
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7p14.1	7	38070471	rs6974574-A	rs6974574	6974574.0	regulatory_region_variant	0.313	1e-18	18.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7p12.3	7	46161757	rs1007358-A	rs1007358	1007358.0	intergenic_variant	0.773	9e-10	9.05
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7q11.23	7	77678978	rs17807185-A	rs17807185	17807185.0	intron_variant	0.618	4e-13	12.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7q21.2	7	92615108	rs42039-T	rs42039	42039.0	3_prime_UTR_variant	0.266	4.0000000000000003e-88	87.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	7q36.1	7	148932667	rs822531-T	rs822531	822531.0	intergenic_variant	0.776	2e-18	17.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	8q12.1	8	56183249	rs10958476-T	rs10958476	10958476.0	intron_variant	0.786	2e-40	39.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	8q12.1	8	56243039	rs9650315-T	rs9650315	9650315.0	intergenic_variant	0.133	2e-41	40.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	8q21.13	8	77235955	rs4735677-A	rs4735677	4735677.0	intergenic_variant	0.716	6e-30	29.22
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	8q24.21	8	129711482	rs4733724-A	rs4733724	4733724.0	intron_variant	0.802	1e-41	41.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	8q24.22	8	134638240	rs1036821-A	rs1036821	1036821.0	intron_variant	0.3	9.999999999999999e-31	30.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	8q24.3	8	143963405	rs11783655-A	rs11783655	11783655.0	intron_variant	0.395	1e-09	9.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	9q21.13	9	75927370	rs11144688-A	rs11144688	11144688.0	intron_variant	0.108	6e-24	23.22
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	9q22.31	9	92625701	rs7043114-T	rs7043114	7043114.0	intron_variant	0.56	2e-22	21.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	9q22.32	9	95617940	rs817300-A	rs817300	817300.0	intergenic_variant	0.071	4.0000000000000006e-34	33.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	9q22.32	9	96439303	rs7870753-A	rs7870753	7870753.0	intergenic_variant	0.777	4e-33	32.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	9q31.3	9	111030426	rs3739707-A	rs3739707	3739707.0	intron_variant	0.247	4e-12	11.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	9q34.11	9	130588697	rs7466269-A	rs7466269	7466269.0	intron_variant	0.644	1e-27	27.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	9q34.3	9	136220024	rs7849585-T	rs7849585	7849585.0	intron_variant	0.331	1.0000000000000001e-29	29.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	10p15.1	10	4923242	rs4332428-A	rs4332428	4332428.0	intergenic_variant	0.879	2e-15	14.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	10q21.3	10	68177435	rs10997979-A	rs10997979	10997979.0	intron_variant	0.501	4e-13	12.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	10q22.3	10	79169036	rs1815314-A	rs1815314	1815314.0	intron_variant	0.422	5e-14	13.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	10q22.3	10	79373073	rs1923367-C	rs1923367	1923367.0	regulatory_region_variant	0.48	5e-24	23.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	11p15.5	11	2789501	rs2237886-T	rs2237886	2237886.0	intron_variant	0.107	5e-18	17.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	11p15.3	11	12656868	rs6485978-T	rs6485978	6485978.0	intergenic_variant	0.544	1e-15	15.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	11p11.2	11	47947600	rs1681630-T	rs1681630	1681630.0	intergenic_variant	0.34	2e-20	19.7
